"Dam_Founder","Sire_Founder","PupGeno","WeanDate","YearMonth","litterorder","litternum","First_Litter","Males","Females","Weaned","Male_Prop"
"PWK","CAST","PWKxCAST","5/3/11","YearMonth_2011-05","order02",1,0,3,4,7,0.428571429
"PWK","CAST","PWKxCAST","6/15/11","YearMonth_2011-06","order03",2,0,2,1,3,0.666666667
"PWK","CAST","PWKxCAST","3/23/11","YearMonth_2011-03","order01",0,1,2,6,8,0.25
"PWK","CAST","PWKxCAST","5/3/11","YearMonth_2011-05","order02",1,0,5,4,9,0.555555556
"PWK","CAST","PWKxCAST","6/22/11","YearMonth_2011-06","order03",2,0,1,7,8,0.125
"PWK","CAST","PWKxCAST","3/23/11","YearMonth_2011-03","order01",0,0,4,2,6,0.666666667
"PWK","CAST","PWKxCAST","4/21/11","YearMonth_2011-04","order02",1,0,2,5,7,0.285714286
"PWK","CAST","PWKxCAST","5/16/11","YearMonth_2011-05","order03",2,0,2,2,4,0.5
"PWK","CAST","PWKxCAST","7/5/11","YearMonth_2011-07","order04",3,0,2,3,5,0.4
"PWK","CAST","PWKxCAST","3/1/11","YearMonth_2011-03","order01",0,1,0,2,2,0
"PWK","CAST","PWKxCAST","3/28/11","YearMonth_2011-03","order02",1,0,0,3,3,0
"PWK","CAST","PWKxCAST","4/25/11","YearMonth_2011-04","order03",2,0,1,2,3,0.333333333
"PWK","CAST","PWKxCAST","5/18/11","YearMonth_2011-05","order04",3,0,1,1,2,0.5
"PWK","CAST","PWKxCAST","6/8/11","YearMonth_2011-06","order05",4,0,3,1,4,0.75
"PWK","CAST","PWKxCAST","7/12/11","YearMonth_2011-07","order06",5,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","2/23/11","YearMonth_2011-02","order01",0,1,1,1,2,0.5
"WSB","WSB","WSBxWSB","3/16/11","YearMonth_2011-03","order02",1,0,2,3,5,0.4
"WSB","WSB","WSBxWSB","4/13/11","YearMonth_2011-04","order03",2,0,4,0,4,1
"WSB","WSB","WSBxWSB","5/25/11","YearMonth_2011-05","order04",3,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","6/15/11","YearMonth_2011-06","order05",4,0,2,3,5,0.4
"WSB","WSB","WSBxWSB","8/2/11","YearMonth_2011-08","order06",5,0,0,1,1,0
"WSB","WSB","WSBxWSB","8/16/11","YearMonth_2011-08","order07",6,0,3,2,5,0.6
"WSB","WSB","WSBxWSB","2/23/11","YearMonth_2011-02","order01",0,1,1,1,2,0.5
"WSB","WSB","WSBxWSB","4/13/11","YearMonth_2011-04","order02",1,0,2,0,2,1
"WSB","WSB","WSBxWSB","5/3/11","YearMonth_2011-05","order03",2,0,2,2,4,0.5
"WSB","WSB","WSBxWSB","5/25/11","YearMonth_2011-05","order04",3,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","6/15/11","YearMonth_2011-06","order05",4,0,4,2,6,0.666666667
"WSB","WSB","WSBxWSB","8/2/11","YearMonth_2011-08","order06",5,0,0,2,2,0
"WSB","WSB","WSBxWSB","10/5/11","YearMonth_2011-10","order07",6,0,0,1,1,0
"WSB","WSB","WSBxWSB","4/6/11","YearMonth_2011-04","order01",0,0,0,2,2,0
"WSB","WSB","WSBxWSB","5/18/11","YearMonth_2011-05","order02",1,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","2/23/11","YearMonth_2011-02","order01",0,1,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","3/23/11","YearMonth_2011-03","order02",1,0,2,2,4,0.5
"WSB","WSB","WSBxWSB","9/14/11","YearMonth_2011-09","order03",2,0,0,2,2,0
"WSB","WSB","WSBxWSB","10/5/11","YearMonth_2011-10","order04",3,0,0,2,2,0
"WSB","PWK","WSBxPWK","3/9/11","YearMonth_2011-03","order01",0,1,0,1,1,0
"WSB","PWK","WSBxPWK","4/13/11","YearMonth_2011-04","order02",1,0,1,3,4,0.25
"WSB","PWK","WSBxPWK","5/11/11","YearMonth_2011-05","order03",2,0,2,3,5,0.4
"WSB","PWK","WSBxPWK","6/7/11","YearMonth_2011-06","order04",3,0,4,3,7,0.571428571
"WSB","PWK","WSBxPWK","3/30/11","YearMonth_2011-03","order01",0,1,2,0,2,1
"WSB","PWK","WSBxPWK","6/7/11","YearMonth_2011-06","order01",0,0,0,3,3,0
"PWK","WSB","PWKxWSB","3/23/11","YearMonth_2011-03","order01",0,1,0,5,5,0
"PWK","WSB","PWKxWSB","4/27/11","YearMonth_2011-04","order02",1,0,1,3,4,0.25
"PWK","WSB","PWKxWSB","6/7/11","YearMonth_2011-06","order03",2,0,4,2,6,0.666666667
"PWK","WSB","PWKxWSB","3/23/11","YearMonth_2011-03","order01",0,1,0,7,7,0
"PWK","WSB","PWKxWSB","4/13/11","YearMonth_2011-04","order02",1,0,3,2,5,0.6
"PWK","WSB","PWKxWSB","5/18/11","YearMonth_2011-05","order03",2,0,6,2,8,0.75
"PWK","WSB","PWKxWSB","3/9/11","YearMonth_2011-03","order01",0,1,2,4,6,0.333333333
"PWK","WSB","PWKxWSB","3/30/11","YearMonth_2011-03","order02",1,0,1,4,5,0.2
"PWK","WSB","PWKxWSB","4/20/11","YearMonth_2011-04","order03",2,0,2,3,5,0.4
"PWK","WSB","PWKxWSB","5/18/11","YearMonth_2011-05","order04",3,0,3,2,5,0.6
"PWK","WSB","PWKxWSB","3/23/11","YearMonth_2011-03","order01",0,1,2,3,5,0.4
"PWK","WSB","PWKxWSB","4/6/11","YearMonth_2011-04","order02",1,0,1,2,3,0.333333333
"PWK","WSB","PWKxWSB","4/27/11","YearMonth_2011-04","order03",2,0,4,2,6,0.666666667
"PWK","WSB","PWKxWSB","6/8/11","YearMonth_2011-06","order04",3,0,3,4,7,0.428571429
"WSB","WSB","WSBxWSB","2/23/11","YearMonth_2011-02","order01",0,1,0,3,3,0
"WSB","WSB","WSBxWSB","3/23/11","YearMonth_2011-03","order02",1,0,6,0,6,1
"WSB","WSB","WSBxWSB","5/11/11","YearMonth_2011-05","order03",2,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","6/1/11","YearMonth_2011-06","order04",3,0,4,2,6,0.666666667
"WSB","WSB","WSBxWSB","6/29/11","YearMonth_2011-06","order05",4,0,0,4,4,0
"WSB","WSB","WSBxWSB","7/19/11","YearMonth_2011-07","order06",5,0,4,0,4,1
"WSB","WSB","WSBxWSB","8/9/11","YearMonth_2011-08","order07",6,0,0,4,4,0
"WSB","WSB","WSBxWSB","8/30/11","YearMonth_2011-08","order08",7,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","9/21/11","YearMonth_2011-09","order09",8,0,6,1,7,0.857142857
"WSB","WSB","WSBxWSB","10/11/11","YearMonth_2011-10","order10",9,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","11/29/11","YearMonth_2011-11","order11",10,0,1,3,4,0.25
"WSB","WSB","WSBxWSB","3/23/11","YearMonth_2011-03","order01",0,0,3,1,4,0.75
"WSB","WSB","WSBxWSB","4/20/11","YearMonth_2011-04","order02",1,0,2,3,5,0.4
"WSB","WSB","WSBxWSB","6/1/11","YearMonth_2011-06","order03",2,0,2,0,2,1
"WSB","WSB","WSBxWSB","8/9/11","YearMonth_2011-08","order04",3,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","8/30/11","YearMonth_2011-08","order05",4,0,1,1,2,0.5
"PWK","WSB","PWKxWSB","4/13/11","YearMonth_2011-04","order01",0,0,2,5,7,0.285714286
"PWK","WSB","PWKxWSB","5/25/11","YearMonth_2011-05","order02",1,0,3,1,4,0.75
"B6","B6","B6xB6","3/16/11","YearMonth_2011-03","order01",0,1,2,4,6,0.333333333
"B6","B6","B6xB6","5/11/11","YearMonth_2011-05","order02",1,0,3,6,9,0.333333333
"B6","B6","B6xB6","6/8/11","YearMonth_2011-06","order03",2,0,3,2,5,0.6
"B6","B6","B6xB6","7/19/11","YearMonth_2011-07","order04",3,0,3,1,4,0.75
"B6","B6","B6xB6","8/16/11","YearMonth_2011-08","order05",4,0,3,0,3,1
"B6","B6","B6xB6","9/28/11","YearMonth_2011-09","order06",5,0,0,6,6,0
"WSB","PWK","WSBxPWK","4/6/11","YearMonth_2011-04","order01",0,1,5,0,5,1
"WSB","PWK","WSBxPWK","5/25/11","YearMonth_2011-05","order02",1,0,1,0,1,1
"WSB","PWK","WSBxPWK","4/27/11","YearMonth_2011-04","order01",0,1,3,2,5,0.6
"WSB","PWK","WSBxPWK","5/25/11","YearMonth_2011-05","order02",1,0,2,5,7,0.285714286
"WSB","PWK","WSBxPWK","3/1/11","YearMonth_2011-03","order01",0,1,1,2,3,0.333333333
"WSB","PWK","WSBxPWK","3/23/11","YearMonth_2011-03","order02",1,0,2,5,7,0.285714286
"WSB","PWK","WSBxPWK","4/20/11","YearMonth_2011-04","order03",2,0,4,2,6,0.666666667
"WSB","PWK","WSBxPWK","5/11/11","YearMonth_2011-05","order04",3,0,2,2,4,0.5
"WSB","PWK","WSBxPWK","3/9/11","YearMonth_2011-03","order01",0,1,1,2,3,0.333333333
"WSB","PWK","WSBxPWK","3/29/11","YearMonth_2011-03","order02",1,0,0,3,3,0
"WSB","PWK","WSBxPWK","4/20/11","YearMonth_2011-04","order03",2,0,2,3,5,0.4
"WSB","PWK","WSBxPWK","5/11/11","YearMonth_2011-05","order04",3,0,4,4,8,0.5
"WSB","PWK","WSBxPWK","3/16/11","YearMonth_2011-03","order01",0,1,2,2,4,0.5
"WSB","PWK","WSBxPWK","4/6/11","YearMonth_2011-04","order02",1,0,1,4,5,0.2
"WSB","PWK","WSBxPWK","5/11/11","YearMonth_2011-05","order03",2,0,2,0,2,1
"WSB","PWK","WSBxPWK","5/25/11","YearMonth_2011-05","order04",3,0,0,4,4,0
"PWK","NZO","PWKxNZO","3/23/11","YearMonth_2011-03","order01",0,1,3,2,5,0.6
"PWK","NZO","PWKxNZO","4/6/11","YearMonth_2011-04","order02",1,0,4,0,4,1
"PWK","NZO","PWKxNZO","5/25/11","YearMonth_2011-05","order03",2,0,3,2,5,0.6
"PWK","NZO","PWKxNZO","6/15/11","YearMonth_2011-06","order04",3,0,3,1,4,0.75
"PWK","NZO","PWKxNZO","3/16/11","YearMonth_2011-03","order01",0,1,3,4,7,0.428571429
"PWK","NZO","PWKxNZO","4/27/11","YearMonth_2011-04","order02",1,0,1,5,6,0.166666667
"PWK","NZO","PWKxNZO","5/18/11","YearMonth_2011-05","order03",2,0,4,2,6,0.666666667
"PWK","NZO","PWKxNZO","3/16/11","YearMonth_2011-03","order01",0,1,4,3,7,0.571428571
"PWK","NZO","PWKxNZO","4/6/11","YearMonth_2011-04","order02",1,0,4,1,5,0.8
"PWK","NZO","PWKxNZO","5/11/11","YearMonth_2011-05","order03",2,0,3,7,10,0.3
"PWK","NZO","PWKxNZO","6/1/11","YearMonth_2011-06","order04",3,0,3,4,7,0.428571429
"PWK","NZO","PWKxNZO","7/12/11","YearMonth_2011-07","order05",4,0,3,5,8,0.375
"PWK","NZO","PWKxNZO","3/23/11","YearMonth_2011-03","order01",0,1,3,5,8,0.375
"PWK","NZO","PWKxNZO","5/11/11","YearMonth_2011-05","order02",1,0,2,4,6,0.333333333
"PWK","NZO","PWKxNZO","3/23/11","YearMonth_2011-03","order01",0,1,1,3,4,0.25
"PWK","NZO","PWKxNZO","5/11/11","YearMonth_2011-05","order02",1,0,4,0,4,1
"PWK","B6","PWKxB6","3/9/11","YearMonth_2011-03","order01",0,1,1,2,3,0.333333333
"PWK","B6","PWKxB6","4/20/11","YearMonth_2011-04","order02",1,0,4,3,7,0.571428571
"PWK","B6","PWKxB6","5/11/11","YearMonth_2011-05","order03",2,0,3,5,8,0.375
"PWK","B6","PWKxB6","6/22/11","YearMonth_2011-06","order04",3,0,1,5,6,0.166666667
"PWK","B6","PWKxB6","3/23/11","YearMonth_2011-03","order01",0,1,4,4,8,0.5
"PWK","B6","PWKxB6","4/13/11","YearMonth_2011-04","order02",1,0,1,1,2,0.5
"PWK","B6","PWKxB6","6/1/11","YearMonth_2011-06","order03",2,0,8,1,9,0.888888889
"PWK","B6","PWKxB6","7/12/11","YearMonth_2011-07","order04",3,0,2,1,3,0.666666667
"PWK","B6","PWKxB6","4/6/11","YearMonth_2011-04","order01",0,1,5,1,6,0.833333333
"PWK","B6","PWKxB6","5/11/11","YearMonth_2011-05","order02",1,0,2,7,9,0.222222222
"PWK","B6","PWKxB6","6/1/11","YearMonth_2011-06","order03",2,0,0,5,5,0
"PWK","B6","PWKxB6","4/13/11","YearMonth_2011-04","order01",0,1,5,2,7,0.714285714
"PWK","B6","PWKxB6","5/25/11","YearMonth_2011-05","order02",1,0,2,1,3,0.666666667
"PWK","B6","PWKxB6","7/12/11","YearMonth_2011-07","order03",2,0,1,2,3,0.333333333
"PWK","B6","PWKxB6","4/13/11","YearMonth_2011-04","order01",0,1,3,3,6,0.5
"PWK","B6","PWKxB6","4/27/11","YearMonth_2011-04","order02",1,0,4,2,6,0.666666667
"PWK","B6","PWKxB6","3/23/11","YearMonth_2011-03","order01",0,1,2,2,4,0.5
"PWK","B6","PWKxB6","5/11/11","YearMonth_2011-05","order02",1,0,3,5,8,0.375
"PWK","129","PWKx129","2/23/11","YearMonth_2011-02","order01",0,1,4,3,7,0.571428571
"PWK","129","PWKx129","4/6/11","YearMonth_2011-04","order02",1,0,2,4,6,0.333333333
"PWK","129","PWKx129","4/27/11","YearMonth_2011-04","order03",2,0,1,5,6,0.166666667
"PWK","WSB","PWKxWSB","2/24/11","YearMonth_2011-02","order01",0,1,3,3,6,0.5
"PWK","WSB","PWKxWSB","4/7/11","YearMonth_2011-04","order02",1,0,2,5,7,0.285714286
"PWK","WSB","PWKxWSB","5/25/11","YearMonth_2011-05","order03",2,0,2,5,7,0.285714286
"PWK","WSB","PWKxWSB","2/24/11","YearMonth_2011-02","order01",0,1,3,3,6,0.5
"PWK","WSB","PWKxWSB","6/1/11","YearMonth_2011-06","order02",1,0,4,5,9,0.444444444
"PWK","WSB","PWKxWSB","6/3/11","YearMonth_2011-06","order03",2,0,4,3,7,0.571428571
"NZO","AJ","NZOxAJ","4/20/11","YearMonth_2011-04","order01",0,1,1,7,8,0.125
"NZO","AJ","NZOxAJ","6/8/11","YearMonth_2011-06","order02",1,0,3,0,3,1
"NZO","AJ","NZOxAJ","6/29/11","YearMonth_2011-06","order03",2,0,2,1,3,0.666666667
"NZO","AJ","NZOxAJ","7/26/11","YearMonth_2011-07","order04",3,0,2,3,5,0.4
"NZO","AJ","NZOxAJ","3/9/11","YearMonth_2011-03","order01",0,1,6,1,7,0.857142857
"NZO","AJ","NZOxAJ","3/9/11","YearMonth_2011-03","order01",0,1,0,3,3,0
"NZO","AJ","NZOxAJ","4/6/11","YearMonth_2011-04","order02",1,0,5,4,9,0.555555556
"NZO","AJ","NZOxAJ","2/28/11","YearMonth_2011-02","order01",0,1,2,3,5,0.4
"NZO","AJ","NZOxAJ","4/13/11","YearMonth_2011-04","order02",1,0,4,5,9,0.444444444
"NZO","AJ","NZOxAJ","6/1/11","YearMonth_2011-06","order03",2,0,3,2,5,0.6
"NZO","AJ","NZOxAJ","6/29/11","YearMonth_2011-06","order04",3,0,4,6,10,0.4
"NZO","AJ","NZOxAJ","8/23/11","YearMonth_2011-08","order05",4,0,3,6,9,0.333333333
"NZO","AJ","NZOxAJ","11/16/11","YearMonth_2011-11","order06",5,0,2,1,3,0.666666667
"NZO","AJ","NZOxAJ","2/28/11","YearMonth_2011-02","order01",0,1,0,1,1,0
"NZO","AJ","NZOxAJ","3/23/11","YearMonth_2011-03","order02",1,0,5,5,10,0.5
"NZO","AJ","NZOxAJ","6/1/11","YearMonth_2011-06","order03",2,0,1,2,3,0.333333333
"NZO","NOD","NZOxNOD","2/28/11","YearMonth_2011-02","order01",0,1,5,4,9,0.555555556
"NZO","NOD","NZOxNOD","3/30/11","YearMonth_2011-03","order01",0,1,2,6,8,0.25
"NZO","NOD","NZOxNOD","3/9/11","YearMonth_2011-03","order01",0,1,2,3,5,0.4
"NZO","NOD","NZOxNOD","2/28/11","YearMonth_2011-02","order01",0,1,2,6,8,0.25
"NZO","NOD","NZOxNOD","3/23/11","YearMonth_2011-03","order02",1,0,4,5,9,0.444444444
"NZO","NOD","NZOxNOD","3/23/11","YearMonth_2011-03","order01",0,1,4,4,8,0.5
"NZO","NOD","NZOxNOD","3/9/11","YearMonth_2011-03","order01",0,1,5,3,8,0.625
"NZO","NOD","NZOxNOD","3/30/11","YearMonth_2011-03","order01",0,1,1,4,5,0.2
"NZO","NOD","NZOxNOD","4/20/11","YearMonth_2011-04","order02",1,0,4,1,5,0.8
"NZO","NOD","NZOxNOD","3/15/11","YearMonth_2011-03","order01",0,1,4,6,10,0.4
"NZO","NOD","NZOxNOD","3/23/11","YearMonth_2011-03","order01",0,1,3,5,8,0.375
"NZO","NOD","NZOxNOD","4/20/11","YearMonth_2011-04","order02",1,0,2,6,8,0.25
"NZO","WSB","NZOxWSB","3/9/11","YearMonth_2011-03","order01",0,1,5,4,9,0.555555556
"NZO","WSB","NZOxWSB","5/11/11","YearMonth_2011-05","order02",1,0,7,2,9,0.777777778
"NZO","WSB","NZOxWSB","6/22/11","YearMonth_2011-06","order03",2,0,3,3,6,0.5
"NZO","WSB","NZOxWSB","7/19/11","YearMonth_2011-07","order04",3,0,3,3,6,0.5
"NZO","WSB","NZOxWSB","8/30/11","YearMonth_2011-08","order05",4,0,3,5,8,0.375
"NZO","WSB","NZOxWSB","3/9/11","YearMonth_2011-03","order01",0,1,4,5,9,0.444444444
"NZO","WSB","NZOxWSB","3/9/11","YearMonth_2011-03","order01",0,1,4,2,6,0.666666667
"NZO","WSB","NZOxWSB","3/9/11","YearMonth_2011-03","order01",0,1,3,4,7,0.428571429
"B6","PWK","B6xPWK","2/28/11","YearMonth_2011-02","order01",0,1,1,3,4,0.25
"B6","PWK","B6xPWK","4/27/11","YearMonth_2011-04","order02",1,0,4,6,10,0.4
"B6","PWK","B6xPWK","3/9/11","YearMonth_2011-03","order01",0,1,6,2,8,0.75
"B6","PWK","B6xPWK","5/25/11","YearMonth_2011-05","order02",1,0,4,3,7,0.571428571
"AJ","WSB","AJxWSB","2/23/11","YearMonth_2011-02","order01",0,1,3,5,8,0.375
"AJ","WSB","AJxWSB","3/31/11","YearMonth_2011-03","order02",1,0,1,8,9,0.111111111
"AJ","WSB","AJxWSB","3/9/11","YearMonth_2011-03","order01",0,1,3,7,10,0.3
"PWK","NOD","PWKxNOD","3/23/11","YearMonth_2011-03","order01",0,1,5,3,8,0.625
"PWK","NOD","PWKxNOD","4/6/11","YearMonth_2011-04","order02",1,0,2,4,6,0.333333333
"PWK","NOD","PWKxNOD","5/18/11","YearMonth_2011-05","order03",2,0,2,3,5,0.4
"PWK","NOD","PWKxNOD","5/11/11","YearMonth_2011-05","order01",0,0,1,1,2,0.5
"PWK","NOD","PWKxNOD","5/25/11","YearMonth_2011-05","order02",1,0,1,0,1,1
"PWK","NOD","PWKxNOD","6/29/11","YearMonth_2011-06","order03",2,0,2,2,4,0.5
"PWK","NOD","PWKxNOD","3/23/11","YearMonth_2011-03","order01",0,1,2,4,6,0.333333333
"PWK","NOD","PWKxNOD","4/13/11","YearMonth_2011-04","order02",1,0,2,4,6,0.333333333
"PWK","NOD","PWKxNOD","5/11/11","YearMonth_2011-05","order03",2,0,5,1,6,0.833333333
"PWK","NOD","PWKxNOD","6/1/11","YearMonth_2011-06","order04",3,0,3,5,8,0.375
"PWK","NOD","PWKxNOD","6/22/11","YearMonth_2011-06","order05",4,0,3,2,5,0.6
"NOD","NOD","NODxNOD","2/23/11","YearMonth_2011-02","order01",0,1,6,2,8,0.75
"NOD","NOD","NODxNOD","3/9/11","YearMonth_2011-03","order01",0,1,2,6,8,0.25
"NOD","NOD","NODxNOD","4/6/11","YearMonth_2011-04","order02",1,0,3,4,7,0.428571429
"NOD","NOD","NODxNOD","4/27/11","YearMonth_2011-04","order03",2,0,2,3,5,0.4
"NOD","NOD","NODxNOD","5/18/11","YearMonth_2011-05","order04",3,0,3,2,5,0.6
"NOD","NOD","NODxNOD","6/8/11","YearMonth_2011-06","order05",4,0,5,0,5,1
"NOD","NOD","NODxNOD","6/29/11","YearMonth_2011-06","order06",5,0,1,2,3,0.333333333
"NOD","NOD","NODxNOD","8/16/11","YearMonth_2011-08","order07",6,0,0,4,4,0
"B6","B6","B6xB6","3/23/11","YearMonth_2011-03","order01",0,1,1,0,1,1
"B6","B6","B6xB6","4/13/11","YearMonth_2011-04","order02",1,0,4,5,9,0.444444444
"B6","B6","B6xB6","6/2/11","YearMonth_2011-06","order03",2,0,2,1,3,0.666666667
"B6","B6","B6xB6","3/9/11","YearMonth_2011-03","order01",0,1,6,1,7,0.857142857
"B6","B6","B6xB6","4/20/11","YearMonth_2011-04","order02",1,0,4,3,7,0.571428571
"B6","B6","B6xB6","2/23/11","YearMonth_2011-02","order01",0,1,3,3,6,0.5
"B6","B6","B6xB6","3/30/11","YearMonth_2011-03","order01",0,1,2,5,7,0.285714286
"B6","B6","B6xB6","5/11/11","YearMonth_2011-05","order02",1,0,2,6,8,0.25
"B6","B6","B6xB6","6/22/11","YearMonth_2011-06","order03",2,0,2,1,3,0.666666667
"B6","B6","B6xB6","7/19/11","YearMonth_2011-07","order04",3,0,2,3,5,0.4
"B6","B6","B6xB6","9/21/11","YearMonth_2011-09","order05",4,0,0,1,1,0
"B6","B6","B6xB6","3/1/11","YearMonth_2011-03","order01",0,1,6,4,10,0.6
"B6","B6","B6xB6","4/27/11","YearMonth_2011-04","order02",1,0,2,3,5,0.4
"NZO","NOD","NZOxNOD","3/15/11","YearMonth_2011-03","order01",0,1,3,8,11,0.272727273
"AJ","NZO","AJxNZO","3/24/11","YearMonth_2011-03","order01",0,0,0,1,1,0
"NOD","NOD","NODxNOD","4/6/11","YearMonth_2011-04","order01",0,1,4,1,5,0.8
"NOD","NOD","NODxNOD","4/27/11","YearMonth_2011-04","order02",1,0,8,4,12,0.666666667
"AJ","AJ","AJxAJ","4/27/11","YearMonth_2011-04","order01",0,1,2,4,6,0.333333333
"AJ","AJ","AJxAJ","6/8/11","YearMonth_2011-06","order02",1,0,3,1,4,0.75
"AJ","AJ","AJxAJ","8/9/11","YearMonth_2011-08","order03",2,0,4,1,5,0.8
"AJ","AJ","AJxAJ","9/28/11","YearMonth_2011-09","order04",3,0,1,0,1,1
"AJ","AJ","AJxAJ","11/16/11","YearMonth_2011-11","order05",4,0,0,4,4,0
"CAST","CAST","CASTxCAST","6/8/11","YearMonth_2011-06","order01",0,0,3,3,6,0.5
"CAST","CAST","CASTxCAST","7/27/11","YearMonth_2011-07","order02",1,0,3,1,4,0.75
"129","B6","129xB6","3/9/11","YearMonth_2011-03","order01",0,1,2,1,3,0.666666667
"129","B6","129xB6","3/30/11","YearMonth_2011-03","order02",1,0,4,5,9,0.444444444
"129","B6","129xB6","4/27/11","YearMonth_2011-04","order03",2,0,3,6,9,0.333333333
"129","B6","129xB6","5/18/11","YearMonth_2011-05","order04",3,0,2,4,6,0.333333333
"129","B6","129xB6","3/9/11","YearMonth_2011-03","order01",0,1,4,3,7,0.571428571
"129","B6","129xB6","3/30/11","YearMonth_2011-03","order02",1,0,5,5,10,0.5
"129","B6","129xB6","4/27/11","YearMonth_2011-04","order03",2,0,3,3,6,0.5
"129","B6","129xB6","5/25/11","YearMonth_2011-05","order04",3,0,6,4,10,0.6
"129","B6","129xB6","3/1/11","YearMonth_2011-03","order01",0,1,2,5,7,0.285714286
"129","B6","129xB6","3/30/11","YearMonth_2011-03","order02",1,0,3,6,9,0.333333333
"129","B6","129xB6","4/27/11","YearMonth_2011-04","order03",2,0,4,4,8,0.5
"129","B6","129xB6","5/25/11","YearMonth_2011-05","order04",3,0,1,6,7,0.142857143
"B6","129","B6x129","3/16/11","YearMonth_2011-03","order01",0,1,4,4,8,0.5
"B6","129","B6x129","4/13/11","YearMonth_2011-04","order02",1,0,1,2,3,0.333333333
"B6","129","B6x129","5/11/11","YearMonth_2011-05","order03",2,0,4,0,4,1
"B6","129","B6x129","6/8/11","YearMonth_2011-06","order04",3,0,0,4,4,0
"B6","129","B6x129","7/12/11","YearMonth_2011-07","order05",4,0,4,4,8,0.5
"B6","129","B6x129","3/1/11","YearMonth_2011-03","order01",0,1,2,5,7,0.285714286
"B6","129","B6x129","3/23/11","YearMonth_2011-03","order02",1,0,3,2,5,0.6
"B6","129","B6x129","4/20/11","YearMonth_2011-04","order03",2,0,4,1,5,0.8
"B6","129","B6x129","5/25/11","YearMonth_2011-05","order04",3,0,7,3,10,0.7
"B6","129","B6x129","6/15/11","YearMonth_2011-06","order05",4,0,4,1,5,0.8
"B6","129","B6x129","3/1/11","YearMonth_2011-03","order01",0,1,3,5,8,0.375
"B6","129","B6x129","4/13/11","YearMonth_2011-04","order02",1,0,9,1,10,0.9
"B6","129","B6x129","5/18/11","YearMonth_2011-05","order03",2,0,4,4,8,0.5
"B6","129","B6x129","6/29/11","YearMonth_2011-06","order04",3,0,7,1,8,0.875
"AJ","CAST","AJxCAST","2/9/11","YearMonth_2011-02","order01",0,1,4,3,7,0.571428571
"CAST","CAST","CASTxCAST","6/3/11","YearMonth_2011-06","order01",0,1,1,1,2,0.5
"CAST","CAST","CASTxCAST","6/29/11","YearMonth_2011-06","order02",1,0,1,2,3,0.333333333
"B6","B6","B6xB6","4/20/11","YearMonth_2011-04","order01",0,1,4,2,6,0.666666667
"B6","B6","B6xB6","6/15/11","YearMonth_2011-06","order02",1,0,4,6,10,0.4
"B6","B6","B6xB6","7/26/11","YearMonth_2011-07","order03",2,0,4,3,7,0.571428571
"B6","B6","B6xB6","9/6/11","YearMonth_2011-09","order04",3,0,3,2,5,0.6
"B6","B6","B6xB6","10/31/11","YearMonth_2011-10","order05",4,0,1,2,3,0.333333333
"CAST","AJ","CASTxAJ","2/23/11","YearMonth_2011-02","order01",0,1,2,2,4,0.5
"CAST","AJ","CASTxAJ","3/16/11","YearMonth_2011-03","order02",1,0,5,1,6,0.833333333
"CAST","AJ","CASTxAJ","4/13/11","YearMonth_2011-04","order03",2,0,2,4,6,0.333333333
"CAST","AJ","CASTxAJ","5/11/11","YearMonth_2011-05","order04",3,0,2,1,3,0.666666667
"CAST","AJ","CASTxAJ","6/8/11","YearMonth_2011-06","order05",4,0,3,2,5,0.6
"PWK","PWK","PWKxPWK","4/14/11","YearMonth_2011-04","order01",0,1,1,1,2,0.5
"PWK","PWK","PWKxPWK","5/26/11","YearMonth_2011-05","order02",1,0,2,5,7,0.285714286
"PWK","PWK","PWKxPWK","6/23/11","YearMonth_2011-06","order03",2,0,1,2,3,0.333333333
"PWK","PWK","PWKxPWK","8/3/11","YearMonth_2011-08","order04",3,0,2,4,6,0.333333333
"PWK","PWK","PWKxPWK","9/14/11","YearMonth_2011-09","order05",4,0,0,3,3,0
"PWK","PWK","PWKxPWK","10/6/11","YearMonth_2011-10","order06",5,0,1,2,3,0.333333333
"PWK","PWK","PWKxPWK","11/23/11","YearMonth_2011-11","order07",6,0,1,5,6,0.166666667
"B6","CAST","B6xCAST","4/6/11","YearMonth_2011-04","order01",0,0,2,3,5,0.4
"B6","CAST","B6xCAST","4/6/11","YearMonth_2011-04","order01",0,0,1,0,1,1
"PWK","WSB","PWKxWSB","2/24/11","YearMonth_2011-02","order01",0,1,4,4,8,0.5
"PWK","WSB","PWKxWSB","3/23/11","YearMonth_2011-03","order02",1,0,4,5,9,0.444444444
"PWK","WSB","PWKxWSB","4/27/11","YearMonth_2011-04","order03",2,0,7,3,10,0.7
"PWK","WSB","PWKxWSB","6/7/11","YearMonth_2011-06","order04",3,0,3,5,8,0.375
"CAST","CAST","CASTxCAST","3/30/11","YearMonth_2011-03","order01",0,1,1,3,4,0.25
